,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
11,0.773119251,0.773119251,0,0.793147374,0.771337885,0.768275349,0.783449478,0.811035264,0.780073722,0.778401059,0.776507385,0.765664147,0.831617578,0.788657446,0.783258618,0.829815387,0.795955061,0.737770414,0.470817857,0.745255988
12,0.732295034,0.732295034,0,0.747372477,0.72766414,0.704397519,0.736465146,0.757056784,0.721517385,0.730470152,0.735690187,0.731364499,0.77444519,0.738413619,0.72470788,0.774972495,0.738977628,0.690833129,0.477191576,0.709463557
13,0.638165978,0.638165978,0,0.68461031,0.654462298,0.608776364,0.65893931,0.707703273,0.705275774,0.696233258,0.641182573,0.730933528,0.725930501,0.694985001,0.619740025,0.710683424,0.647302944,0.598454952,0.512512889,0.645890584
14,0.604558514,0.604558514,0,0.727503724,0.596054487,0.535448905,0.633976184,0.699274908,0.553396542,0.571165779,0.592126773,0.634283343,0.590798593,0.604666498,0.625149652,0.664030256,0.714406198,0.590436942,0.701351847,0.55107166
15,0.755150344,0.755150344,0,0.803114605,0.761120244,0.695552649,0.776843041,0.802452618,0.760001123,0.77743506,0.767207623,0.739230856,0.801175278,0.76452451,0.800302937,0.816069367,0.826463186,0.759450479,0.574997671,0.782627103
16,0.678327637,0.678327637,0,0.721961364,0.660195172,0.618969135,0.695081415,0.700784932,0.627983493,0.648852775,0.681819275,0.602708946,0.678179298,0.652092498,0.709033177,0.705999435,0.734305067,0.628463019,0.484824431,0.702449136
17,0.679246682,0.679246682,0,0.721086259,0.660381897,0.622527854,0.694556275,0.699823014,0.626545367,0.649838534,0.68550059,0.604052018,0.678344533,0.651533575,0.707346142,0.707686805,0.73254428,0.629112602,0.48281165,0.703433723
18,0.265435859,0.265435859,0,0.454123893,0.271122775,0.200028573,0.285420621,0.425850613,0.254608736,0.238545223,0.250311855,0.336591582,0.271269432,0.258125143,0.27167303,0.308344692,0.433875145,0.268431154,0.824058806,0.235319819
19,0.773206781,0.773206781,0,0.812826809,0.760547478,0.724731369,0.786924939,0.801573357,0.728842281,0.751261227,0.789687277,0.723749703,0.771503278,0.749782538,0.777065982,0.817417349,0.804201521,0.708938394,0.52621792,0.757488342
20,0.555357031,0.555357031,0,0.690280121,0.55257814,0.486739394,0.576423547,0.668924416,0.530027763,0.523630494,0.55618866,0.547216359,0.577205975,0.538062402,0.585185707,0.604651727,0.69431331,0.540071863,0.76390188,0.544192626
21,0.562192971,0.562192971,0,0.688689412,0.560143852,0.510969626,0.583287915,0.659555383,0.508888072,0.520734156,0.570951076,0.560640182,0.550935327,0.535361185,0.585145569,0.612281986,0.686439579,0.563640331,0.732067947,0.535903745
22,0.68609425,0.68609425,0,0.708146852,0.670838221,0.643839193,0.710182793,0.689585266,0.645404778,0.666052055,0.703463687,0.606957416,0.68809554,0.65967085,0.711074083,0.728909559,0.710413077,0.638476042,0.376373573,0.638990372
23,0.793162437,0.793162437,0,0.797807796,0.779233777,0.75381603,0.800024594,0.781944629,0.707143475,0.748661614,0.783773424,0.705379483,0.750716269,0.757043538,0.763802799,0.803721667,0.766080064,0.708263954,0.420943118,0.697663242
24,0.530074267,0.530074267,0,0.673102749,0.534846463,0.481656508,0.548383835,0.669304206,0.550604733,0.547356092,0.511147395,0.631871235,0.569585443,0.546697648,0.533938988,0.592814425,0.654995122,0.517908057,0.831024407,0.491524441
25,0.744524514,0.744524514,0,0.779769309,0.749093991,0.713653276,0.75961703,0.795153839,0.7720957,0.775964101,0.745650412,0.765232545,0.819910184,0.768290241,0.767587198,0.803503431,0.789380805,0.72887569,0.551600563,0.728327308
26,0.56954837,0.56954837,0,0.633131794,0.578786586,0.575836537,0.606053684,0.625288503,0.582670622,0.578536902,0.600219919,0.589795889,0.623965863,0.597486914,0.628217254,0.648391373,0.651721016,0.585496778,0.458097859,0.556118743
27,0.723232571,0.723232571,0,0.796793358,0.7288199,0.664623972,0.750638136,0.795882071,0.739985469,0.729446074,0.721045459,0.727771324,0.783967763,0.740101213,0.755765497,0.779480717,0.801635004,0.702723598,0.61130936,0.726229325
28,0.682213136,0.682213136,0,0.687849057,0.672519062,0.665041623,0.689204823,0.693784604,0.657319952,0.685604703,0.667212077,0.686039389,0.676528204,0.684089906,0.659800635,0.693364716,0.662299191,0.623136951,0.366219861,0.614279665
29,0.726952469,0.726952469,0,0.746765002,0.704978763,0.694847948,0.741689283,0.732148452,0.653425424,0.676347346,0.711338521,0.64811535,0.694717009,0.700799636,0.729348707,0.742212175,0.736506732,0.658652595,0.40083612,0.693884971
30,0.669486213,0.669486213,0,0.716619802,0.668357105,0.632622234,0.669750474,0.73176759,0.652428868,0.66610427,0.647910642,0.702528387,0.700336121,0.667885496,0.669940814,0.702261734,0.717853108,0.659389394,0.582098143,0.607835659
31,0.73375468,0.73375468,0,0.803616756,0.743321104,0.679516067,0.762594932,0.803056935,0.708619935,0.715834482,0.728874117,0.735618418,0.740304984,0.725597042,0.735436597,0.782337554,0.777557778,0.697843846,0.564505308,0.683771322
32,0.69748911,0.69748911,0,0.78679532,0.70807771,0.633715527,0.739264,0.773309812,0.699921624,0.698674518,0.715685827,0.713450435,0.709003678,0.712386894,0.747452314,0.769703523,0.793301517,0.689417131,0.619719098,0.669998559
33,0.647804702,0.647804702,0,0.726314766,0.643408067,0.573696718,0.682717741,0.684436595,0.576818568,0.62169545,0.640670163,0.615649749,0.604028542,0.623915614,0.672147896,0.679945014,0.71483249,0.61984795,0.525605971,0.599076874
34,0.543729015,0.543729015,0,0.601067863,0.541275242,0.500289972,0.560617506,0.596221509,0.546892764,0.601244845,0.536171484,0.625118187,0.562991099,0.555083496,0.578450408,0.594016652,0.614781034,0.509984784,0.548116885,0.52766004
35,0.776209815,0.776209815,0,0.809469054,0.780936769,0.699945429,0.816425733,0.80157619,0.774045781,0.781218548,0.780251139,0.714827559,0.779354068,0.79291708,0.817689861,0.83029439,0.811143692,0.733435654,0.479299512,0.744002044
36,0.67044991,0.67044991,0,0.760853366,0.662396959,0.613816205,0.687940228,0.739853613,0.608320695,0.626619035,0.662670015,0.640582876,0.669823494,0.649704377,0.689946112,0.708644417,0.760714192,0.650850346,0.655452126,0.625720016
37,0.725389863,0.725389863,0,0.77675785,0.717152002,0.714102253,0.738170254,0.769489204,0.698416049,0.699627987,0.743096175,0.715181009,0.745020901,0.729454356,0.720744336,0.784584212,0.761300856,0.672833226,0.545442261,0.708269532
38,0.55504772,0.55504772,0,0.702238365,0.544395995,0.480342495,0.587740898,0.664391852,0.499964511,0.496236795,0.546750498,0.533457385,0.532271478,0.536221086,0.582983737,0.592839074,0.693195509,0.533268439,0.742169514,0.511897416
39,0.67699553,0.67699553,0,0.750573815,0.666790216,0.620644236,0.699152885,0.72591272,0.616230471,0.627387238,0.6730051,0.63951308,0.652086046,0.658098181,0.679060598,0.71502693,0.730227873,0.642385577,0.569381766,0.632955369
40,0.650168366,0.650168366,0,0.688065261,0.648391893,0.62378038,0.660159955,0.698199631,0.659602783,0.68680804,0.635332414,0.702378797,0.696568388,0.672848002,0.660358804,0.690557007,0.688517899,0.621639183,0.530262485,0.594974385
41,0.745159659,0.745159659,0,0.773338509,0.731901501,0.713942945,0.742700467,0.761128379,0.677287567,0.718463861,0.744679129,0.69797625,0.756726469,0.718256832,0.733809503,0.76592242,0.766944048,0.700131414,0.522432071,0.701868187
42,0.7028585,0.7028585,0,0.77479407,0.712248502,0.62751836,0.726280139,0.766604154,0.705739845,0.725095989,0.719283498,0.657933281,0.727370771,0.705427212,0.705286619,0.754583925,0.754161252,0.669337056,0.572275478,0.762424126
43,0.764704036,0.764704036,0,0.831324723,0.76823034,0.707551342,0.796203965,0.828759173,0.749133055,0.750433548,0.772881623,0.748869975,0.778089668,0.773298046,0.788943718,0.830128001,0.824349226,0.738075387,0.586296915,0.71712511
44,0.69794596,0.69794596,0,0.71677927,0.689420549,0.672260248,0.714637222,0.711954108,0.658648425,0.677469084,0.707329252,0.679719037,0.70232365,0.688370877,0.71620958,0.736389315,0.719092581,0.640251372,0.411529443,0.656547063
45,0.714222847,0.714222847,0,0.775403924,0.702591444,0.671656975,0.739897495,0.764605298,0.681022752,0.669821245,0.722939926,0.660940054,0.717588629,0.704216516,0.73966665,0.776976424,0.774767196,0.675455713,0.499285603,0.752621953
46,0.648652963,0.648652963,0,0.658921,0.651821437,0.620130078,0.663906015,0.669388766,0.634491023,0.637859643,0.676790194,0.601748619,0.664296334,0.635926653,0.624335135,0.682200559,0.623222471,0.579907528,0.327336619,0.629026198
47,0.654723964,0.654723964,0,0.743634069,0.65264596,0.640270718,0.654052394,0.742007128,0.619173736,0.632222457,0.662540036,0.692054352,0.673733089,0.647033126,0.638480851,0.708474146,0.728153866,0.655871982,0.728455901,0.588013869
48,0.694005856,0.694005856,0,0.732812039,0.700805832,0.648552337,0.724960575,0.719869379,0.670137681,0.698965262,0.688806586,0.649482962,0.691254634,0.687129977,0.754677637,0.724684837,0.762597526,0.696616159,0.486836654,0.655262133
